Foldername,Line Number,B-Moses,B-Norm,B-NLTK,Rouge-L,METEOR
replication/llama_7b,472,0.67,10.28,10.19,0.308,0.54
replication/llama_7b,473,0.00,0.00,0.00,0,0.00
replication/llama_7b,474,0.43,8.99,8.25,0.167,0.13
replication/llama_7b,475,0.25,24.03,8.98,0.25,0.12
replication/llama_7b,476,0.20,13.89,8.02,0.2,0.09
replication/llama_7b,477,0.00,0.00,0.00,0,0.00
replication/llama_7b,478,0.25,14.49,9.27,0.333,0.19
replication/llama_7b,479,0.67,16.52,9.62,0.444,0.29
replication/llama_7b,480,0.07,7.55,5.16,0.167,0.04
replication/llama_7b,481,0.50,14.49,7.84,0.5,0.22
replication/llama_7b,482,0.25,13.89,8.02,0,0.11
replication/llama_7b,483,0.33,48.55,10.69,0.4,0.17
replication/llama_7b,484,0.80,16.99,8.98,0.364,0.46
replication/llama_7b,485,0.00,0.00,0.00,0,0.00
replication/llama_7b,486,0.00,0.00,0.00,0,0.00
replication/llama_7b,487,0.10,8.18,7.40,0.125,0.10
replication/llama_7b,488,0.15,9.82,6.89,0.125,0.12
replication/llama_7b,489,0.20,4.50,0.00,0.154,0.07
replication/llama_7b,490,0.25,19.30,8.55,0.25,0.24
replication/llama_7b,491,0.00,0.00,0.00,0,0.00
replication/llama_7b,492,0.75,22.36,19.36,0.364,0.36
replication/llama_7b,493,0.00,0.00,0.00,0,0.04
replication/llama_7b,494,0.43,16.52,9.62,0.182,0.14
replication/llama_7b,495,0.12,4.71,8.02,0,0.12
replication/llama_7b,496,0.00,0.00,0.00,0,0.12
replication/llama_7b,497,0.33,10.86,0.00,0.182,0.14
replication/llama_7b,498,0.17,6.57,7.22,0,0.07
replication/llama_7b,499,0.33,16.15,0.00,0.286,0.15
replication/llama_7b,500,0.40,11.64,7.58,0.364,0.18
replication/llama_7b,501,0.00,0.00,0.00,0,0.00
replication/llama_7b,502,0.12,6.57,0.00,0.133,0.06
replication/llama_7b,503,0.00,0.00,0.00,0,0.45
replication/llama_7b,504,0.17,10.86,0.00,0.182,0.08
replication/llama_7b,505,0.17,16.15,8.25,0.2,0.16
replication/llama_7b,506,0.25,5.35,7.53,0.105,0.08
replication/llama_7b,507,0.07,5.34,1.91,0.167,0.04
replication/llama_7b,508,0.36,15.61,10.61,0.154,0.24
replication/llama_7b,509,0.20,19.30,8.55,0.222,0.10
replication/llama_7b,510,0.20,5.88,7.64,0.118,0.09
replication/llama_7b,511,,,,,
replication/llama_7b,512,0.00,0.00,0.00,0,0.12
replication/llama_7b,513,0.14,12.19,7.84,0,0.14
replication/llama_7b,514,0.00,0.00,0.00,0,0.00
replication/llama_7b,515,0.12,9.79,7.58,0.167,0.06
replication/llama_7b,516,0.00,0.00,0.00,0,0.00
replication/llama_7b,517,0.20,6.57,7.22,0,0.16
replication/llama_7b,518,0.10,4.94,7.03,0,0.05
replication/llama_7b,519,0.25,14.49,9.27,0.2,0.12
replication/llama_7b,520,0.00,0.00,0.00,0,0.00
replication/llama_7b,521,0.75,12.61,10.42,0.333,0.39
replication/llama_7b,522,0.25,9.95,9.16,0.111,0.12
replication/llama_7b,523,0.20,8.18,7.40,0,0.09
replication/llama_7b,524,0.00,0.00,0.00,0,0.06
replication/llama_7b,525,0.30,8.11,8.68,0.125,0.14
replication/llama_7b,526,0.14,9.09,7.24,0.154,0.07
replication/llama_7b,527,0.50,22.84,13.48,0.364,0.61
replication/llama_7b,528,0.00,0.00,0.00,0,0.08
replication/llama_7b,529,0.12,7.56,7.33,0.143,0.12
replication/llama_7b,530,0.17,9.79,7.58,0.167,0.08
replication/llama_7b,531,0.33,11.57,10.10,0.143,0.27
replication/llama_7b,532,0.11,12.58,6.20,0.222,0.11
replication/llama_7b,533,0.00,0.00,0.00,0,0.00
replication/llama_7b,534,0.00,0.00,0.00,0,0.00
replication/llama_7b,535,0.00,0.00,0.00,0,0.00
replication/llama_7b,536,0.43,8.11,8.68,0.118,0.25
replication/llama_7b,537,0.17,10.76,7.35,0.182,0.13
replication/llama_7b,538,0.11,8.91,7.48,0,0.05
replication/llama_7b,539,1.67,32.07,27.85,0.5,0.89
replication/llama_7b,540,0.20,13.11,8.29,0.154,0.10
replication/llama_7b,541,0.00,0.00,0.00,0,0.08
replication/llama_7b,542,0.33,16.04,10.69,0.364,0.22
replication/llama_7b,543,0.00,0.00,0.00,0,0.00
replication/llama_7b,544,0.44,19.68,11.51,0.333,0.29
replication/llama_7b,545,0.00,0.00,0.00,0,0.00
replication/llama_7b,546,0.10,11.12,6.25,0.167,0.10
replication/llama_7b,547,0.07,6.38,3.34,0.154,0.10
replication/llama_7b,548,0.00,0.00,0.00,0,0.06
replication/llama_7b,549,0.25,6.16,7.17,0.143,0.11
replication/llama_7b,550,0.40,16.52,9.62,0.222,0.19
replication/llama_7b,551,0.33,9.73,7.84,0.2,0.14
replication/llama_7b,552,0.33,14.96,6.48,0,0.17
replication/llama_7b,553,0.67,13.95,11.49,0.286,0.48
replication/llama_7b,554,0.17,6.57,0.00,0.143,0.07
replication/llama_7b,555,0.00,0.00,0.00,0,0.00
replication/llama_7b,556,0.00,0.00,0.00,0,0.00
replication/llama_7b,557,0.00,0.00,0.00,0,0.00
replication/llama_7b,558,0.00,0.00,0.00,0,0.06
replication/llama_7b,559,0.15,6.67,5.97,0.118,0.08
replication/llama_7b,560,0.20,12.19,0.00,0.222,0.35
replication/llama_7b,561,0.00,0.00,0.00,0,0.00
replication/llama_7b,562,0.50,21.74,14.15,0.364,0.32
replication/llama_7b,563,0.00,0.00,0.00,0,0.00
replication/llama_7b,564,0.00,0.00,0.00,0,0.00
replication/llama_7b,565,,,,,
replication/llama_7b,566,0.60,12.88,8.75,0.2,0.27
replication/llama_7b,567,0.08,8.90,0.00,0.143,0.09
replication/llama_7b,568,0.00,0.00,0.00,0,0.00
replication/llama_7b,569,0.00,0.00,0.00,0,0.14
replication/llama_7b,570,0.00,0.00,0.00,0,0.00
replication/llama_7b,571,0.20,9.79,7.58,0.167,0.09
replication/llama_7b,572,0.12,8.18,7.40,0,0.12
replication/llama_7b,573,0.00,0.00,0.00,0,0.00
replication/llama_7b,574,0.17,7.56,7.33,0,0.07
replication/llama_7b,575,0.25,13.89,8.02,0,0.11
replication/llama_7b,576,0.00,0.00,0.00,0,0.00
replication/llama_7b,577,0.50,9.95,9.16,0.143,0.22
replication/llama_7b,578,0.25,11.64,7.58,0.286,0.18
replication/llama_7b,579,0.12,14.25,7.15,0.182,0.06
replication/llama_7b,580,,,,,
replication/llama_7b,581,0.14,16.15,8.25,0,0.07
replication/llama_7b,582,0.00,0.00,0.00,0,0.15
replication/llama_7b,583,,,,,
replication/llama_7b,584,0.00,0.00,0.00,0,0.00
replication/llama_7b,585,0.00,0.00,0.00,0,0.10
replication/llama_7b,586,1.00,19.64,12.54,0.4,0.54
replication/llama_7b,587,0.18,8.99,8.25,0.143,0.23
replication/llama_7b,588,0.46,14.55,13.07,0.471,0.33
replication/llama_7b,589,0.08,8.19,3.15,0.182,0.04
replication/llama_7b,590,0.25,5.20,7.06,0.182,0.09
replication/llama_7b,591,0.00,0.00,0.00,0,0.00
replication/llama_7b,592,0.00,0.00,0.00,0,0.00
replication/llama_7b,593,0.29,10.60,8.55,0,0.13
replication/llama_7b,594,0.00,0.00,0.00,0,0.00
replication/llama_7b,595,0.17,7.56,7.33,0.167,0.22
replication/llama_7b,596,0.67,6.46,8.82,0.267,0.19
replication/llama_7b,597,0.25,8.91,7.48,0,0.10
replication/llama_7b,598,0.17,8.18,0.00,0.2,0.07
replication/llama_7b,599,0.38,13.40,8.44,0.462,0.25
replication/llama_7b,600,0.00,0.00,0.00,0,0.00
replication/llama_7b,601,0.00,0.00,0.00,0,0.00
replication/llama_7b,602,0.25,8.18,0.00,0.154,0.20
