Foldername,Line Number,B-Moses,B-Norm,B-NLTK,Rouge-L,METEOR
processed_msg/formatted/paper_llama2_7b,5948,0.20,5.92,7.09,0.429,0.08
processed_msg/formatted/paper_llama2_7b,5949,0.20,9.79,7.58,0.182,0.09
processed_msg/formatted/paper_llama2_7b,5950,0.00,0.00,0.00,0,0.09
processed_msg/formatted/paper_llama2_7b,5951,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5952,0.40,12.81,11.09,0,0.25
processed_msg/formatted/paper_llama2_7b,5953,0.00,0.00,0.00,0,0.14
processed_msg/formatted/paper_llama2_7b,5954,0.17,5.49,7.09,0.118,0.14
processed_msg/formatted/paper_llama2_7b,5955,0.09,9.80,4.66,0,0.05
processed_msg/formatted/paper_llama2_7b,5956,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5957,0.38,11.73,9.62,0.4,0.18
processed_msg/formatted/paper_llama2_7b,5958,0.21,9.73,6.13,0.154,0.23
processed_msg/formatted/paper_llama2_7b,5959,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5960,0.11,8.91,7.48,0.154,0.05
processed_msg/formatted/paper_llama2_7b,5961,0.50,13.39,10.32,0.333,0.25
processed_msg/formatted/paper_llama2_7b,5962,0.40,12.61,11.20,0.333,0.25
processed_msg/formatted/paper_llama2_7b,5963,0.14,16.15,8.25,0,0.07
processed_msg/formatted/paper_llama2_7b,5964,0.00,0.00,0.00,0,0.09
processed_msg/formatted/paper_llama2_7b,5965,0.22,11.64,8.75,0,0.11
processed_msg/formatted/paper_llama2_7b,5966,0.28,6.74,8.92,0.087,0.08
processed_msg/formatted/paper_llama2_7b,5967,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5968,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5969,0.40,15.70,8.95,0.308,0.21
processed_msg/formatted/paper_llama2_7b,5970,0.11,12.19,7.84,0.154,0.06
processed_msg/formatted/paper_llama2_7b,5971,0.67,11.82,10.75,0.333,0.46
processed_msg/formatted/paper_llama2_7b,5972,0.38,13.84,10.80,0.286,0.23
processed_msg/formatted/paper_llama2_7b,5973,0.44,7.35,8.34,0.429,0.20
processed_msg/formatted/paper_llama2_7b,5974,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5975,0.62,12.72,11.67,0.308,0.37
processed_msg/formatted/paper_llama2_7b,5976,0.18,9.37,2.23,0.222,0.10
processed_msg/formatted/paper_llama2_7b,5977,0.14,16.15,8.25,0,0.07
processed_msg/formatted/paper_llama2_7b,5978,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5979,0.50,,,,
processed_msg/formatted/paper_llama2_7b,5980,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5981,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5982,0.55,11.68,11.80,0.154,0.37
processed_msg/formatted/paper_llama2_7b,5983,0.07,5.94,2.63,0.133,0.07
processed_msg/formatted/paper_llama2_7b,5984,0.25,10.60,8.55,0.167,0.12
processed_msg/formatted/paper_llama2_7b,5985,0.29,6.08,3.12,0.182,0.06
processed_msg/formatted/paper_llama2_7b,5986,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5987,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5988,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5989,0.10,10.86,7.70,0,0.05
processed_msg/formatted/paper_llama2_7b,5990,0.14,12.19,7.84,0,0.07
processed_msg/formatted/paper_llama2_7b,5991,0.60,9.95,9.16,0.545,0.25
processed_msg/formatted/paper_llama2_7b,5992,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,5993,1.40,37.10,39.88,0.333,0.50
processed_msg/formatted/paper_llama2_7b,5994,0.09,9.79,7.58,0.143,0.05
processed_msg/formatted/paper_llama2_7b,5995,0.14,9.79,7.58,0.167,0.07
processed_msg/formatted/paper_llama2_7b,5996,0.20,10.86,7.70,0,0.09
processed_msg/formatted/paper_llama2_7b,5997,0.14,9.79,7.58,0.182,0.07
processed_msg/formatted/paper_llama2_7b,5998,0.18,11.64,8.75,0.154,0.09
processed_msg/formatted/paper_llama2_7b,5999,0.14,7.03,7.58,0.154,0.07
processed_msg/formatted/paper_llama2_7b,6000,0.25,16.15,8.25,0.222,0.23
processed_msg/formatted/paper_llama2_7b,6001,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6002,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6003,0.20,,,,
processed_msg/formatted/paper_llama2_7b,6004,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6005,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6006,0.17,7.03,0.00,0.154,0.07
processed_msg/formatted/paper_llama2_7b,6007,0.25,12.19,7.84,0,0.11
processed_msg/formatted/paper_llama2_7b,6008,0.14,16.73,7.24,0.222,0.14
processed_msg/formatted/paper_llama2_7b,6009,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6010,0.12,12.19,7.84,0,0.06
processed_msg/formatted/paper_llama2_7b,6011,0.33,9.79,7.58,0.182,0.13
processed_msg/formatted/paper_llama2_7b,6012,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6013,0.40,17.99,10.48,0.24,0.16
processed_msg/formatted/paper_llama2_7b,6014,0.00,0.00,0.00,0,0.10
processed_msg/formatted/paper_llama2_7b,6015,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6016,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6017,0.25,16.15,8.25,0.25,0.12
processed_msg/formatted/paper_llama2_7b,6018,0.44,9.29,9.83,0,0.20
processed_msg/formatted/paper_llama2_7b,6019,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6020,0.14,13.89,8.02,0.167,0.07
processed_msg/formatted/paper_llama2_7b,6021,1.00,20.16,7.58,0.2,0.61
processed_msg/formatted/paper_llama2_7b,6022,0.40,16.52,0.00,0.25,0.19
processed_msg/formatted/paper_llama2_7b,6023,0.25,14.49,9.27,0.2,0.19
processed_msg/formatted/paper_llama2_7b,6024,0.83,21.74,0.00,0.444,0.41
processed_msg/formatted/paper_llama2_7b,6025,0.73,11.92,10.19,0.471,0.41
processed_msg/formatted/paper_llama2_7b,6026,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6027,0.29,8.37,9.43,0.435,0.18
processed_msg/formatted/paper_llama2_7b,6028,1.00,33.98,32.91,0.167,0.38
processed_msg/formatted/paper_llama2_7b,6029,0.18,6.52,7.77,0.105,0.08
processed_msg/formatted/paper_llama2_7b,6030,0.10,4.30,6.95,0,0.13
processed_msg/formatted/paper_llama2_7b,6031,0.17,7.56,7.33,0,0.07
processed_msg/formatted/paper_llama2_7b,6032,0.17,13.89,8.02,0.25,0.08
processed_msg/formatted/paper_llama2_7b,6033,0.00,0.00,0.00,0,0.11
processed_msg/formatted/paper_llama2_7b,6034,0.08,5.28,1.01,0,0.04
processed_msg/formatted/paper_llama2_7b,6035,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6036,0.09,8.18,7.40,0,0.04
processed_msg/formatted/paper_llama2_7b,6037,0.00,0.00,0.00,0,0.07
processed_msg/formatted/paper_llama2_7b,6038,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6039,0.17,10.60,8.55,0.133,0.12
processed_msg/formatted/paper_llama2_7b,6040,0.29,8.99,8.25,0.308,0.13
processed_msg/formatted/paper_llama2_7b,6041,0.50,11.64,8.75,0.2,0.21
processed_msg/formatted/paper_llama2_7b,6042,0.20,13.89,8.02,0.25,0.09
processed_msg/formatted/paper_llama2_7b,6043,0.38,20.52,10.58,0.182,0.38
processed_msg/formatted/paper_llama2_7b,6044,0.67,16.99,12.54,0.4,0.40
processed_msg/formatted/paper_llama2_7b,6045,,,,,
processed_msg/formatted/paper_llama2_7b,6046,0.33,11.64,8.75,0.167,0.31
processed_msg/formatted/paper_llama2_7b,6047,0.14,10.86,7.70,0,0.07
processed_msg/formatted/paper_llama2_7b,6048,0.12,6.83,3.82,0.143,0.12
processed_msg/formatted/paper_llama2_7b,6049,0.11,12.58,6.20,0,0.11
processed_msg/formatted/paper_llama2_7b,6050,0.07,7.09,6.35,0,0.03
processed_msg/formatted/paper_llama2_7b,6051,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6052,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6053,0.60,19.64,12.54,0.25,0.35
processed_msg/formatted/paper_llama2_7b,6054,0.25,10.60,8.55,0,0.17
processed_msg/formatted/paper_llama2_7b,6055,0.12,13.89,8.02,0.222,0.06
processed_msg/formatted/paper_llama2_7b,6056,0.15,8.36,8.13,0.133,0.08
processed_msg/formatted/paper_llama2_7b,6057,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6058,0.33,12.19,7.84,0.2,0.14
processed_msg/formatted/paper_llama2_7b,6059,0.00,0.00,0.00,0,0.05
processed_msg/formatted/paper_llama2_7b,6060,0.25,8.18,7.40,0.167,0.10
processed_msg/formatted/paper_llama2_7b,6061,0.12,14.51,6.13,0.2,0.06
processed_msg/formatted/paper_llama2_7b,6062,0.43,10.77,9.38,0.286,0.26
processed_msg/formatted/paper_llama2_7b,6063,0.00,16.73,0.00,0.222,0.00
processed_msg/formatted/paper_llama2_7b,6064,0.62,18.26,13.83,0.2,0.45
processed_msg/formatted/paper_llama2_7b,6065,0.00,,,,
processed_msg/formatted/paper_llama2_7b,6066,0.14,7.03,7.27,0,0.06
processed_msg/formatted/paper_llama2_7b,6067,0.56,20.90,13.91,0.4,0.35
processed_msg/formatted/paper_llama2_7b,6068,0.17,12.19,7.84,0.222,0.08
processed_msg/formatted/paper_llama2_7b,6069,0.33,10.86,7.70,0.2,0.14
processed_msg/formatted/paper_llama2_7b,6070,0.17,10.59,5.84,0.154,0.09
processed_msg/formatted/paper_llama2_7b,6071,0.30,6.50,8.25,0.111,0.14
processed_msg/formatted/paper_llama2_7b,6072,0.25,8.91,7.48,0,0.10
processed_msg/formatted/paper_llama2_7b,6073,0.30,7.64,7.84,0.154,0.14
processed_msg/formatted/paper_llama2_7b,6074,0.00,0.00,0.00,0,0.05
processed_msg/formatted/paper_llama2_7b,6075,0.78,26.97,22.46,0.364,0.42
processed_msg/formatted/paper_llama2_7b,6076,0.80,21.74,14.15,0.5,0.48
processed_msg/formatted/paper_llama2_7b,6077,0.50,9.73,8.39,0.308,0.31
processed_msg/formatted/paper_llama2_7b,6078,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6079,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6080,0.17,10.76,6.30,0.125,0.08
processed_msg/formatted/paper_llama2_7b,6081,0.14,9.79,7.58,0,0.07
processed_msg/formatted/paper_llama2_7b,6082,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6083,0.00,0.00,0.00,0,0.22
processed_msg/formatted/paper_llama2_7b,6084,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6085,0.33,9.73,8.39,0.182,0.15
processed_msg/formatted/paper_llama2_7b,6086,0.38,9.25,8.98,0.182,0.43
processed_msg/formatted/paper_llama2_7b,6087,0.00,0.00,0.00,0,0.07
processed_msg/formatted/paper_llama2_7b,6088,0.33,14.49,7.84,0.182,0.16
processed_msg/formatted/paper_llama2_7b,6089,0.14,7.32,2.82,0.167,0.08
processed_msg/formatted/paper_llama2_7b,6090,0.20,12.19,7.84,0.222,0.09
processed_msg/formatted/paper_llama2_7b,6091,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6092,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6093,0.33,4.07,7.00,0.1,0.13
processed_msg/formatted/paper_llama2_7b,6094,0.17,8.91,7.48,0,0.15
processed_msg/formatted/paper_llama2_7b,6095,0.14,3.96,6.91,0,0.11
processed_msg/formatted/paper_llama2_7b,6096,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6097,0.30,8.36,8.13,0.267,0.10
processed_msg/formatted/paper_llama2_7b,6098,0.17,13.89,8.02,0,0.16
processed_msg/formatted/paper_llama2_7b,6099,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6100,0.11,12.58,6.20,0.167,0.11
processed_msg/formatted/paper_llama2_7b,6101,0.20,19.30,8.55,0.25,0.10
processed_msg/formatted/paper_llama2_7b,6102,0.09,9.91,6.97,0.143,0.05
processed_msg/formatted/paper_llama2_7b,6103,0.40,22.96,10.69,0.25,0.20
processed_msg/formatted/paper_llama2_7b,6104,0.29,10.60,8.55,0.2,0.13
processed_msg/formatted/paper_llama2_7b,6105,0.43,13.84,10.80,0.182,0.35
processed_msg/formatted/paper_llama2_7b,6106,0.33,5.20,0.00,0.154,0.11
processed_msg/formatted/paper_llama2_7b,6107,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6108,1.00,17.23,11.82,0.5,0.52
processed_msg/formatted/paper_llama2_7b,6109,0.20,10.86,0.00,0.182,0.09
processed_msg/formatted/paper_llama2_7b,6110,0.00,0.00,0.00,0,0.07
processed_msg/formatted/paper_llama2_7b,6111,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6112,0.29,14.49,9.27,0.182,0.14
processed_msg/formatted/paper_llama2_7b,6113,0.11,10.86,7.70,0,0.05
processed_msg/formatted/paper_llama2_7b,6114,1.75,29.26,23.49,0.533,0.57
processed_msg/formatted/paper_llama2_7b,6115,0.20,7.03,7.27,0,0.17
processed_msg/formatted/paper_llama2_7b,6116,0.25,24.03,8.98,0.333,0.12
processed_msg/formatted/paper_llama2_7b,6117,0.25,44.93,7.61,0.533,0.16
processed_msg/formatted/paper_llama2_7b,6118,0.20,10.86,7.70,0,0.18
processed_msg/formatted/paper_llama2_7b,6119,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6120,0.20,7.03,7.27,0,0.08
processed_msg/formatted/paper_llama2_7b,6121,0.33,8.91,7.48,0.2,0.13
processed_msg/formatted/paper_llama2_7b,6122,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6123,0.17,6.57,7.22,0,0.14
processed_msg/formatted/paper_llama2_7b,6124,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6125,0.22,12.19,7.84,0,0.11
processed_msg/formatted/paper_llama2_7b,6126,0.09,9.95,5.51,0,0.05
processed_msg/formatted/paper_llama2_7b,6127,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6128,0.29,14.49,9.27,0.364,0.14
processed_msg/formatted/paper_llama2_7b,6129,0.38,12.61,10.42,0.267,0.22
processed_msg/formatted/paper_llama2_7b,6130,0.20,5.66,7.22,0.333,0.16
processed_msg/formatted/paper_llama2_7b,6131,0.20,4.37,7.33,0.087,0.17
processed_msg/formatted/paper_llama2_7b,6132,0.17,13.89,8.02,0.182,0.08
processed_msg/formatted/paper_llama2_7b,6133,0.33,13.84,10.80,0.308,0.20
processed_msg/formatted/paper_llama2_7b,6134,0.43,8.64,8.82,0.167,0.19
processed_msg/formatted/paper_llama2_7b,6135,0.05,,,,
processed_msg/formatted/paper_llama2_7b,6136,0.75,19.64,12.54,0.286,0.43
processed_msg/formatted/paper_llama2_7b,6137,0.25,9.73,8.39,0.286,0.12
processed_msg/formatted/paper_llama2_7b,6138,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6139,0.20,13.89,8.02,0.222,0.09
processed_msg/formatted/paper_llama2_7b,6140,0.50,28.57,8.98,0.571,0.24
processed_msg/formatted/paper_llama2_7b,6141,0.08,6.57,7.22,0,0.04
processed_msg/formatted/paper_llama2_7b,6142,0.14,8.36,8.13,0.154,0.07
processed_msg/formatted/paper_llama2_7b,6143,0.12,12.19,7.84,0,0.06
processed_msg/formatted/paper_llama2_7b,6144,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6145,0.17,6.16,7.17,0,0.21
processed_msg/formatted/paper_llama2_7b,6146,0.50,13.84,7.58,0.182,0.29
processed_msg/formatted/paper_llama2_7b,6147,0.20,16.15,8.25,0,0.10
processed_msg/formatted/paper_llama2_7b,6148,0.33,5.88,7.64,0.267,0.20
processed_msg/formatted/paper_llama2_7b,6149,0.40,9.95,9.16,0.133,0.19
processed_msg/formatted/paper_llama2_7b,6150,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6151,0.29,6.52,7.77,0.125,0.12
processed_msg/formatted/paper_llama2_7b,6152,0.33,10.60,8.55,0,0.23
processed_msg/formatted/paper_llama2_7b,6153,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6154,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6155,0.25,8.91,7.48,0,0.21
processed_msg/formatted/paper_llama2_7b,6156,0.20,12.19,7.84,0,0.09
processed_msg/formatted/paper_llama2_7b,6157,0.25,7.56,7.33,0,0.10
processed_msg/formatted/paper_llama2_7b,6158,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6159,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6160,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6161,0.50,12.91,8.98,0.167,0.33
processed_msg/formatted/paper_llama2_7b,6162,0.10,8.18,7.40,0,0.05
processed_msg/formatted/paper_llama2_7b,6163,0.33,10.86,7.70,0.2,0.51
processed_msg/formatted/paper_llama2_7b,6164,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6165,0.38,19.64,12.54,0.333,0.32
processed_msg/formatted/paper_llama2_7b,6166,0.22,12.58,6.20,0,0.06
processed_msg/formatted/paper_llama2_7b,6167,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6168,0.00,0.00,0.00,0,0.06
processed_msg/formatted/paper_llama2_7b,6169,0.22,6.52,7.77,0,0.15
processed_msg/formatted/paper_llama2_7b,6170,,,,,
processed_msg/formatted/paper_llama2_7b,6171,0.30,14.64,8.74,0.308,0.38
processed_msg/formatted/paper_llama2_7b,6172,0.08,7.56,7.33,0,0.04
processed_msg/formatted/paper_llama2_7b,6173,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6174,0.10,3.58,7.13,0,0.09
processed_msg/formatted/paper_llama2_7b,6175,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6176,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6177,0.25,7.03,7.27,0,0.20
processed_msg/formatted/paper_llama2_7b,6178,0.50,8.71,9.21,0.143,0.26
processed_msg/formatted/paper_llama2_7b,6179,0.17,16.15,8.25,0.222,0.16
processed_msg/formatted/paper_llama2_7b,6180,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6181,0.67,20.16,18.09,0.286,0.32
processed_msg/formatted/paper_llama2_7b,6182,0.20,12.19,7.84,0.2,0.19
processed_msg/formatted/paper_llama2_7b,6183,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6184,0.78,24.03,20.71,0.2,0.41
processed_msg/formatted/paper_llama2_7b,6185,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6186,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6187,0.17,9.79,7.58,0.167,0.15
processed_msg/formatted/paper_llama2_7b,6188,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6189,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6190,1.20,18.36,17.05,0.5,0.52
processed_msg/formatted/paper_llama2_7b,6191,0.00,0.00,0.00,0,0.12
processed_msg/formatted/paper_llama2_7b,6192,0.00,0.00,0.00,0,0.07
processed_msg/formatted/paper_llama2_7b,6193,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6194,0.29,19.21,8.25,0.2,0.21
processed_msg/formatted/paper_llama2_7b,6195,0.33,8.18,0.00,0.182,0.12
processed_msg/formatted/paper_llama2_7b,6196,0.00,0.00,0.00,0,0.06
processed_msg/formatted/paper_llama2_7b,6197,0.40,19.21,10.08,0.222,0.19
processed_msg/formatted/paper_llama2_7b,6198,0.00,0.00,0.00,0,0.07
processed_msg/formatted/paper_llama2_7b,6199,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6200,0.73,9.26,11.63,0.133,0.42
processed_msg/formatted/paper_llama2_7b,6201,0.14,8.48,4.55,0.167,0.07
processed_msg/formatted/paper_llama2_7b,6202,0.20,14.51,6.57,0,0.10
processed_msg/formatted/paper_llama2_7b,6203,0.12,6.08,3.12,0.143,0.06
processed_msg/formatted/paper_llama2_7b,6204,0.10,3.81,6.89,0,0.04
processed_msg/formatted/paper_llama2_7b,6205,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6206,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6207,0.10,7.56,0.00,0.133,0.05
processed_msg/formatted/paper_llama2_7b,6208,0.31,11.67,8.85,0.133,0.16
processed_msg/formatted/paper_llama2_7b,6209,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6210,0.20,10.86,7.70,0.167,0.09
processed_msg/formatted/paper_llama2_7b,6211,0.60,22.84,13.48,0.222,0.49
processed_msg/formatted/paper_llama2_7b,6212,0.20,12.19,7.84,0,0.09
processed_msg/formatted/paper_llama2_7b,6213,0.07,7.13,3.79,0.154,0.14
processed_msg/formatted/paper_llama2_7b,6214,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6215,0.17,10.86,7.70,0.167,0.08
processed_msg/formatted/paper_llama2_7b,6216,0.44,8.58,8.91,0.25,0.26
processed_msg/formatted/paper_llama2_7b,6217,0.15,8.99,8.25,0.154,0.08
processed_msg/formatted/paper_llama2_7b,6218,0.06,5.62,4.54,0,0.03
processed_msg/formatted/paper_llama2_7b,6219,0.00,0.00,0.00,0,0.04
processed_msg/formatted/paper_llama2_7b,6220,0.22,14.78,8.49,0.333,0.35
processed_msg/formatted/paper_llama2_7b,6221,0.75,13.84,10.80,0.333,0.21
processed_msg/formatted/paper_llama2_7b,6222,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6223,0.00,,,,
processed_msg/formatted/paper_llama2_7b,6224,0.33,9.74,7.00,0.154,0.14
processed_msg/formatted/paper_llama2_7b,6225,0.27,5.43,7.44,0.118,0.16
processed_msg/formatted/paper_llama2_7b,6226,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6227,0.15,5.76,3.78,0.118,0.17
processed_msg/formatted/paper_llama2_7b,6228,1.12,8.77,10.70,0.143,0.40
processed_msg/formatted/paper_llama2_7b,6229,0.21,7.26,7.72,0,0.11
processed_msg/formatted/paper_llama2_7b,6230,0.43,15.35,11.26,0.364,0.26
processed_msg/formatted/paper_llama2_7b,6231,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6232,0.22,14.78,8.49,0.167,0.11
processed_msg/formatted/paper_llama2_7b,6233,0.50,12.61,8.55,0.727,0.24
processed_msg/formatted/paper_llama2_7b,6234,0.33,14.96,7.58,0.308,0.11
processed_msg/formatted/paper_llama2_7b,6235,0.55,16.78,10.61,0.4,0.29
processed_msg/formatted/paper_llama2_7b,6236,0.14,9.79,7.58,0.182,0.07
processed_msg/formatted/paper_llama2_7b,6237,0.11,4.94,0.00,0.143,0.05
processed_msg/formatted/paper_llama2_7b,6238,0.00,0.00,0.00,0,0.12
processed_msg/formatted/paper_llama2_7b,6239,0.27,13.10,7.72,0.143,0.19
processed_msg/formatted/paper_llama2_7b,6240,0.43,14.69,10.87,0.375,0.28
processed_msg/formatted/paper_llama2_7b,6241,0.00,0.00,0.00,0,0.16
processed_msg/formatted/paper_llama2_7b,6242,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6243,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6244,0.38,14.49,9.27,0.182,0.12
processed_msg/formatted/paper_llama2_7b,6245,0.33,17.23,11.82,0.333,0.21
processed_msg/formatted/paper_llama2_7b,6246,0.71,9.22,10.26,0.25,0.38
processed_msg/formatted/paper_llama2_7b,6247,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6248,0.12,5.49,7.09,0.133,0.05
processed_msg/formatted/paper_llama2_7b,6249,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6250,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6251,0.07,5.36,1.48,0,0.04
processed_msg/formatted/paper_llama2_7b,6252,0.33,16.15,8.25,0.25,0.15
processed_msg/formatted/paper_llama2_7b,6253,0.38,10.77,8.39,0.308,0.18
processed_msg/formatted/paper_llama2_7b,6254,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6255,0.60,9.94,9.60,0.143,0.17
processed_msg/formatted/paper_llama2_7b,6256,0.27,7.22,8.44,0.105,0.13
processed_msg/formatted/paper_llama2_7b,6257,0.33,7.03,7.27,0.182,0.24
processed_msg/formatted/paper_llama2_7b,6258,0.33,19.30,8.55,0.25,0.15
processed_msg/formatted/paper_llama2_7b,6259,0.25,19.30,8.55,0.286,0.12
processed_msg/formatted/paper_llama2_7b,6260,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6261,0.43,11.64,8.75,0.182,0.14
processed_msg/formatted/paper_llama2_7b,6262,0.38,7.33,7.92,0.143,0.11
processed_msg/formatted/paper_llama2_7b,6263,0.18,6.52,7.77,0.105,0.13
processed_msg/formatted/paper_llama2_7b,6264,0.25,8.18,7.40,0.182,0.10
processed_msg/formatted/paper_llama2_7b,6265,0.36,5.93,8.39,0.211,0.20
processed_msg/formatted/paper_llama2_7b,6266,0.00,0.00,0.00,0,0.11
processed_msg/formatted/paper_llama2_7b,6267,1.00,27.17,30.84,0.375,0.42
processed_msg/formatted/paper_llama2_7b,6268,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6269,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6270,0.00,0.00,0.00,0,0.05
processed_msg/formatted/paper_llama2_7b,6271,0.25,9.79,7.58,0.25,0.11
processed_msg/formatted/paper_llama2_7b,6272,0.18,11.83,6.61,0.182,0.19
processed_msg/formatted/paper_llama2_7b,6273,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6274,0.29,11.64,8.75,0.2,0.14
processed_msg/formatted/paper_llama2_7b,6275,0.33,17.23,11.82,0.167,0.21
processed_msg/formatted/paper_llama2_7b,6276,0.50,7.81,7.22,0.182,0.19
processed_msg/formatted/paper_llama2_7b,6277,0.29,8.71,3.38,0.333,0.15
processed_msg/formatted/paper_llama2_7b,6278,0.20,16.15,8.25,0,0.19
processed_msg/formatted/paper_llama2_7b,6279,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_7b,6280,0.12,7.81,8.02,0,0.09
processed_msg/formatted/paper_llama2_7b,6281,0.00,0.00,0.00,0,0.00
